           1 ,            1 ,   0.89904059043907969      ,    1.4728690943797191E-002 ,    2.6808133500017984E-006
           1 ,            2 ,   0.89904332739690518      ,    4.2347140426768702E-002 ,   -1.9130321874527524E-006
           1 ,            3 ,   0.89904480720093760      ,    6.7825755609919575E-002 ,    1.1133949422689943E-007
           1 ,            4 ,   0.89904577732913726      ,    9.1182099203857475E-002 ,   -4.4612945154363902E-006
           1 ,            5 ,   0.89904609554263393      ,   0.11244082890913272      ,   -2.2762293045781033E-006
           1 ,            6 ,   0.89904586029092826      ,   0.13163042837250319      ,   -6.0320107189119124E-006
           1 ,            7 ,   0.89904513927759289      ,   0.14878229833867410      ,   -2.9691045420803282E-006
           1 ,            8 ,   0.89904404115194891      ,   0.16392840434480635      ,   -5.9252728085637787E-006
           1 ,            9 ,   0.89904268222359951      ,   0.17710055484468770      ,   -2.2642974882098802E-006
           1 ,           10 ,   0.89904119605910282      ,   0.18832864300214938      ,   -4.8391905274092383E-006
           1 ,           11 ,   0.89903971010591532      ,   0.19764016792986691      ,   -9.9730736637239317E-007
           1 ,           12 ,   0.89903835162273327      ,   0.20505900637112517      ,   -3.5338238478640691E-006
           1 ,           13 ,   0.89903722690153864      ,   0.21060512784074764      ,    2.5422094055640528E-007
           1 ,           14 ,   0.89903642625866664      ,   0.21429382009978606      ,   -2.3691826259999428E-006
           1 ,           15 ,   0.89903600966579167      ,   0.21613554036198629      ,    1.3355800866135607E-006
           1 ,           16 ,   0.89903600966579189      ,   0.21613554036198629      ,   -1.3355800865672513E-006
           1 ,           17 ,   0.89903642625866664      ,   0.21429382009978618      ,    2.3691826260616881E-006
           1 ,           18 ,   0.89903722690153853      ,   0.21060512784074775      ,   -2.5422094044835135E-007
           1 ,           19 ,   0.89903835162273349      ,   0.20505900637112520      ,    3.5338238478640682E-006
           1 ,           20 ,   0.89903971010591544      ,   0.19764016792986686      ,    9.9730736634923867E-007
           1 ,           21 ,   0.89904119605910293      ,   0.18832864300214930      ,    4.8391905273011840E-006
           1 ,           22 ,   0.89904268222359951      ,   0.17710055484468756      ,    2.2642974881790080E-006
           1 ,           23 ,   0.89904404115194902      ,   0.16392840434480627      ,    5.9252728085483415E-006
           1 ,           24 ,   0.89904513927759311      ,   0.14878229833867399      ,    2.9691045420494551E-006
           1 ,           25 ,   0.89904586029092837      ,   0.13163042837250327      ,    6.0320107188810398E-006
